id,L_node_1,L_node_2,I_node_1,I_node_2,context_L_node,context_I_node,prop_rel
848653,"At the moment, the money is coming to Northern Ireland",there is one aspect of the energy bill support payment which has been doubled from £200 to £400,"at the moment, the money is coming to Northern Ireland",there is one aspect of the energy bill support payment which has been doubled from £200 to £400,That was my exact question,how Northern Ireland will get the money with no Executive in place was AudienceMember 20220609QT226's exact question,no_rel
848659,there is one aspect of the energy bill support payment which has been doubled from £200 to £400,"at the moment, there are discussions about how that is going to get paid to Northern Ireland",there is one aspect of the energy bill support payment which has been doubled from £200 to £400,"at the moment, there are discussions about how the energy bill support payment which has been doubled from £200 to £400 is going to get paid to Northern Ireland","At the moment, the money is coming to Northern Ireland","at the moment, the money is coming to Northern Ireland",no_rel
848695,"It's a very belated recognition of what people have been feeling in their pocket and in their homes for a very, very long time",We have called for a windfall tax,"the windfall tax is a very belated recognition of what people have been feeling in their pocket and in their homes for a very, very long time",we have called for a windfall tax,there should have been a windfall tax much sooner than today,there should have been a windfall tax much sooner than today,no_rel
848713,it's already been touched on from the comments,The reaction from our caretaker Finance Minister today to the Treasury's announcement is to immediately engage with them,it's already been touched on from the comments,the reaction from our caretaker Finance Minister today to the Treasury's announcement is to immediately engage with them,"any mitigation that will help, as announced today, are low-income families, pensioners, those in receipt of disability benefits, is to be welcomed","any mitigation that will help, as announced today, are low-income families, pensioners, those in receipt of disability benefits, is to be welcomed",no_rel
848727,to figure out how that money can get into the pockets of people here who need it,it can't automatically go into the pockets,the reaction from our caretaker Finance Minister today to the Treasury's announcement is to figure out how that money can get into the pockets of people here who need it,the energy bill support payment can't automatically go into the pockets,The reaction from our caretaker Finance Minister today to the Treasury's announcement is to immediately engage with them,the reaction from our caretaker Finance Minister today to the Treasury's announcement is to immediately engage with them,no_rel
848913,what has happened here is that the mechanisms by which were set up in order to negotiate how the protocol could work are just not coming together,I don't want to play a blame game tonight,what has happened here is that the mechanisms by which were set up in order to negotiate how the protocol could work are just not coming together,Robert Buckland doesn't want to play a blame game tonight,"it would be irresponsible of the British government to ignore that, to sit on its hands and say, tough, we are going to have to wait and see","it would be irresponsible of the British government to ignore that, to sit on its hands and say, tough, we are going to have to wait and see",no_rel
849021,The Northern Ireland protocol there you're referring to,What do you think,AudienceMember 20220609QT243 is referring to the Northern Ireland protocol,AudienceMember 20220609QT243 thinks xxx about the Northern Ireland protocol,The protocol undermines our cherished of citizenship in the United Kingdom,the Northern Ireland protocol undermines our cherished citizenship in the United Kingdom,no_rel
849093,that is good for the United Kingdom,Do you want to explain to people who are not here in the audience not so familiar with the fact that you're refusing to take part in the Assembly because you want the Northern Ireland protocol to be completely changed,a trade border between Northern Ireland and the United Kingdom is not good for the United Kingdom,Emma Little-Pengelly should explain to people who are not so familiar with the fact that you're refusing to take part in the Assembly because you want the Northern Ireland protocol to be completely changed,"For me as a Unionist, it fundamentally fractures the United Kingdom","for Emma Little-Pengelly as a Unionist, a trade border between Nothern Ireland and the United Kingdom fundamentally fractures the United Kingdom",no_rel
849300,"Throughout the pandemic, this government's acted too late","they really only acted now, which again is too late","throughout the pandemic, this government's acted too late","the government really only acted now on energy, which again is too late",They're making money as well because of the rise in price,companies are making money as well because of the rise in price of energy,no_rel
849311,They voted against it last week. Seven days.,I know it's a long time in politics,the government voted against the windfall tax last week. Seven days.,AudienceMember 20220609QT228 knows seven days is a long time in politics,That is it,we wouldn't be getting this windfall tax,no_rel
849315,we've all got long memories,"Robert, do you want to answer that question",we've all got long memories,Robert Buckland does or does not want to answer the question,I know it's a long time in politics,AudienceMember 20220609QT228 knows seven days is a long time in politics,no_rel
849344,That is it,They voted against it last week. Seven days.,we wouldn't be getting this windfall tax,the government voted against the windfall tax last week. Seven days.,we wouldn't be getting this windfall tax,we wouldn't be getting this windfall tax,no_rel
849372,it's a bit rich then to complain about the outworkings of a political movement that you back from the very outset,The Protocol is not something that was imposed by the European Union upon the United Kingdom,it's a bit rich then to complain about the outworkings of a political movement that you back from the very outset,the Protocol is not something that was imposed by the European Union upon the United Kingdom,"When those who championed for Brexit, like the DUP did, and those who rejected every manifestation of Brexit, the way the DUP did","when those who championed for Brexit, like the DUP did, and those who rejected every manifestation of Brexit, the way the DUP did",no_rel
849394,it was an agreement then entered into by the two partners,Boris Johnson won an election solely on getting Brexit done,the Protocol was an agreement then entered into by the two partners,Boris Johnson won an election solely on getting Brexit done,it was an agreement that was negotiated,the Protocol was an agreement that was negotiated,no_rel
849433,"in Westminster, I talk to Scottish colleagues who say quite literally they would give their right arm for the economic position that we find ourselves in",are there problems with such a fundamental trading shift,"in Westminster, John Finucane talks to Scottish colleagues who say quite literally they would give their right arm for the economic position that we find ourselves in",there are problems with such a fundamental trading shift,This allows a small jurisdiction unique access to two markets,the Protocol allows a small jurisdiction unique access to two markets,no_rel
849468,"Grace periods, suspensions of that",you look at what this means if there were to be full implementation,"checks that should be happening are grace periods, suspensions of that",one looks at what this means if there were to be full implementation of the Northern Ireland Protocol,The kinds of checks that should be happening,the kinds of checks that should be happening are xxx,no_rel
849512,In a cost-of-living crisis,People say get back into Stormont now and sort out cost of living,huge cost from bringing goods in the Northern Ireland is going to be passed on to the consumer in a cost-of-living crisis,people say get back into Stormont now and sort out cost of living,That cost is going to be passed on to the consumer,huge cost from bringing goods in the Northern Ireland is going to be passed on to the consumer,no_rel
849548,It is really serious,the DUP have taken this position now,the issue of the Northern Ireland Protocol is really serious,the DUP have taken this position now,we don't get this addressed,we don't get the Northern Ireland Protocol addressed,no_rel
849616,The medicines issue still isn't even sorted out - two years of talking,Enough is enough,the medicines issue still isn't even sorted out after two years of talking,enough is enough,these are just going to grow,problems are just going to grow,no_rel
849686,It's 25%,It's not only the energy companies that have benefited from this windfall,windfall tax in comparison to the profits made in this period is 25%,it's not only the energy companies that have benefited from this windfall,it's a relatively light - windfall tax in comparison to the profits made in this period,it's a relatively light windfall tax in comparison to the profits made in this period,no_rel
849705,"It is right that that should be redistributed, and I'm glad that it has happened","For Robert to try to convince us here this evening that it had absolutely nothing to do with the Sue Gray Report and the outcome of it yesterday, I think really stretches credulity to its limits","Naomi Long thinks it is right that the benefits from windfall should be redistributed, and Naomi Long is glad that it has happened","for Robert Buckland to try to convince us here this evening that the government package of measures had absolutely nothing to do with the Sue Gray Report and the outcome of it yesterday, really stretches credulity to its limits",it's a relatively light - windfall tax in comparison to the profits made in this period,it's a relatively light windfall tax in comparison to the profits made in this period,no_rel
849724,what we have here is the government wanting to deflect from a bad news day yesterday,coming forward with a package of measures today,what we have here is the government wanting to deflect from a bad news day yesterday,government is coming forward with a package of measures today,A blind man on a galloping horse would see this for what it is,a blind man on a galloping horse would see this for what it is,no_rel
849783,my dad is sick,we are all on low incomes,AudienceMember 20220609QT230's dad is sick,AudienceMember 20220609QT230's family is all on low incomes,My parents are actually disabled,AudienceMember 20220609QT230's parents are actually disabled,no_rel
849784,we are all on low incomes,Northern Ireland isn't protected by the energy price caps,AudienceMember 20220609QT230's family is all on low incomes,Northern Ireland isn't protected by the energy price caps,my dad is sick,AudienceMember 20220609QT230's dad is sick,no_rel
850046,Most of that was to compensate for the tax rises,Loads of people are going to benefit from a national insurance tax cut in July,most of the £22 billion of intervention was to compensate for the tax rises,loads of people are going to benefit from a national insurance tax cut in July,Most of that of the national insurance compensation,most of the £22 billion of intervention into the economy was of the national insurance compensation,no_rel
850047,Loads of people are going to benefit from a national insurance tax cut in July,Which you put up!,loads of people are going to benefit from a national insurance tax cut in July,something that made the national insurance tax cut necessary was put up by the Tories,Most of that was to compensate for the tax rises,most of the £22 billion of intervention was to compensate for the tax rises,no_rel
850052,This is another stage of a direct intervention that the Chancellor has made again,You cannot get away with saying the national insurance is a tax cut,the national insurance tax cut in July is another stage of a direct intervention that the Chancellor has made again,Robert Buckland cannot get away with saying the national insurance is a tax cut,It was not something that was thought out of the air,the national insurance tax cut in July was not something that was thought out of the air,no_rel
849849,the Protocol should be interpreted without any prejudice to the vitally important process,It started here with the consent of the people of Northern Ireland and the Republic in 1998,the Protocol should be interpreted without any prejudice to the vitally important process,the Good Friday Belfast Agreement started here with the consent of the people of Northern Ireland and the Republic in 1998,in my mind takes precedence over the Protocol,in Robert Buckland's mind the Good Friday Belfast agreement takes precedence over the Protocol,no_rel
849894,it is right for the government to signal that it is prepared to take action on the Protocol,"Katie Hayward, you're sitting there, a professor of political sociology here at Belfast University",it is right for the government to signal that it is prepared to take action on the Protocol,"Katie Hayward, you're sitting there, a professor of political sociology here at Belfast University",any British government has to work night and day to uphold and maintain,any British government has to work night and day to uphold and maintain the Good Friday Belfast Agreement,no_rel
849919,We've asked you to be part of our audience,"Unlike many people at home and our panel, you've read every word of the protocol",we've asked Katie Hayward to be part of our audience,"unlike many people at home and our panel, Katie Hayward has read every word of the protocol","Katie Hayward, you're sitting there, a professor of political sociology here at Belfast University","Katie Hayward, you're sitting there, a professor of political sociology here at Belfast University",no_rel
849935,"Unlike many people at home and our panel, you've read every word of the protocol",What is your assessment,"unlike many people at home and our panel, Katie Hayward has read every word of the protocol",Katie Hayward's assessment of the protocol is xxx,We've asked you to be part of our audience,we've asked Katie Hayward to be part of our audience,no_rel
849948,What is your assessment,"is what we are seeing now in Northern Ireland something we could have expected, given the way the Protocol is worded",Katie Hayward's assessment of the protocol is xxx,"what we are seeing now in Northern Ireland is or is not something we could have expected, given the way the Protocol is worded","Unlike many people at home and our panel, you've read every word of the protocol","unlike many people at home and our panel, Katie Hayward has read every word of the protocol",no_rel
849959,"is what we are seeing now in Northern Ireland something we could have expected, given the way the Protocol is worded",is it being interpreted in a different way,"what we are seeing now in Northern Ireland is or is not something we could have expected, given the way the Protocol is worded",the Protocol is or is not being interpreted in a different way,What is your assessment,Katie Hayward's assessment of the protocol is xxx,no_rel
849981,It is quite clear what the protocol meant that it meant checks and controls down the Irish Sea in order to avoid those on the land border,We do have the Trader Support Service and other functions supported by the government to facilitate that movement across the Irish Sea,it is quite clear what the protocol meant that it meant checks and controls down the Irish Sea in order to avoid those on the land border,we do have the Trader Support Service and other functions supported by the government to facilitate that movement across the Irish Sea,is it being interpreted in a different way,the Protocol is or is not being interpreted in a different way,no_rel
850073,Stormont is going to do anything,We can't trust Boris to act,Stormont is not going to do anything,we can't trust Boris to act,As a unionist I agree with most of what Emma said,as a unionist AudienceMember 20220609QT263 agrees with most of what Emma Little-Pengelly said,no_rel
850079,We can't trust Boris to act,talking to the EU is like talking to a brick wall,we can't trust Boris to act,talking to the EU is like talking to a brick wall,Stormont is going to do anything,Stormont is not going to do anything,no_rel
850117,Wasn't it another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time,There wasn't much concern with the health of the people of Northern Ireland then,it was another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time,there wasn't much concern with the health of the people of Northern Ireland then,everyone is quick to point to the DUP for bringing down Stormont,everyone is quick to point to the DUP for bringing down Stormont,no_rel
850123,There wasn't much concern with the health of the people of Northern Ireland then,"The issue around rigorous implementation was in specific response to the fact that Robert Buckland's government was standing up, the Secretary of State saying they were going to break the law in specific and limited ways",there wasn't much concern with the health of the people of Northern Ireland then,"the issue around rigorous implementation was in specific response to the fact that Robert Buckland's government was standing up, the Secretary of State saying they were going to break the law in specific and limited ways",Wasn't it another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time,it was another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time,no_rel
850129,"The issue around rigorous implementation was in specific response to the fact that Robert Buckland's government was standing up, the Secretary of State saying they were going to break the law in specific and limited ways",you think it's okay for government to break the law,"the issue around rigorous implementation was in specific response to the fact that Robert Buckland's government was standing up, the Secretary of State saying they were going to break the law in specific and limited ways",one thinks it's okay for government to break the law,There wasn't much concern with the health of the people of Northern Ireland then,there wasn't much concern with the health of the people of Northern Ireland then,no_rel
850159,you can't really complain about the farce that we've seen over the last 48 hours with the government that thinks it is above the law and can do what it wishes,There were no conditions on rigorous implementation,you can't really complain about the farce that we've seen over the last 48 hours with the government that thinks it is above the law and can do what it wishes,there were no conditions on rigorous implementation of the Northern Ireland protocol,you think it's okay for government to break the law,one thinks it's okay for government to break the law,no_rel
850249,Shame on them,I'm sorry to hear that,shame on the Tories,Fiona Bruce is sorry to hear that AudienceMember 20220609QT234 has to skip meals as a result to the windfall taxes,Shame on the Tories,shame on the Tories,no_rel
850296,200 grand on bloody wallpaper,What about the jobs that the government saved you,200 grand on bloody wallpaper,the jobs that the government saved you is xxx,With 400 billion spent on Covid,with 400 billion spent on Covid,no_rel
850319,"What about the interventions that this Chancellor, this government",People have to claim Universal Credit as well,"the interventions that this Chancellor, this government has made is xxx",people have to claim Universal Credit as well,400 billion spent by government to save jobs and the economy,400 billion spent by government to save jobs and the economy,no_rel
850366,Talking about free school meals,There was 11.8 billion worth of fraud,AudienceMember 20220609QT241 is talking about free school meals,there was 11.8 billion worth of fraud,You voted not to feed hungry children,Robert Buckland voted not to feed hungry children,no_rel
850424,I'm sorry to hear that,"Whether it is to cover Boris Johnson or not, and whether the Executive are sitting or not, when the money comes across",Fiona Bruce is sorry to hear that AudienceMember 20220609QT234 has to skip meals as a result to the windfall taxes,"whether it is to cover Boris Johnson or not, and whether the Executive are sitting or not, when the money comes across",Shame on them,shame on the Tories,no_rel
850425,"Whether it is to cover Boris Johnson or not, and whether the Executive are sitting or not, when the money comes across",you sat outside Stormont for three years,"whether it is to cover Boris Johnson or not, and whether the Executive are sitting or not, when the money comes across",John Finucane sat outside Stormont for three years,I'm sorry to hear that,Fiona Bruce is sorry to hear that AudienceMember 20220609QT234 has to skip meals as a result to the windfall taxes,no_rel
850554,we should certainly have expected adjustment to trade,and I think a big part of the problem in January 2021 was there was not proper preparation,we should certainly have expected adjustment to trade,a big part of the problem in January 2021 was there was not proper preparation,"Is this what we should have expected all along, or not?",disruptions are or are not what we should have expected all along,no_rel
850555,and I think a big part of the problem in January 2021 was there was not proper preparation,All the surveys show since then we have had adaptation,a big part of the problem in January 2021 was there was not proper preparation,all the surveys show since January 2021 we have had adaptation,we should certainly have expected adjustment to trade,we should certainly have expected adjustment to trade,no_rel
850560,and two thirds of businesses according to the Northern Ireland Chamber quarterly survey say they've adapted well to the post-protocol arrangements,and only 8% say they are finding significant challenges,two thirds of businesses according to the Northern Ireland Chamber quarterly survey say they've adapted well to the post-protocol arrangements,only 8% of businesses say they are finding significant challenges,All the surveys show since then we have had adaptation,all the surveys show since January 2021 we have had adaptation,no_rel
850566,We need a negotiated outcome in order for the certainty that businesses have been asking for for such a long time,I don't agree with the premise that the Protocol is an identity issue,we need a negotiated outcome in order for the certainty that businesses have been asking for for such a long time,John Finucane does not agree with the premise that the Protocol is an identity issue,which is why businesses are saying we need the UK and the EU to talk,businesses are saying we need the UK and the EU to talk,no_rel
850570,It's a trading issue,It is worth repeating the fact that the protocol was as a result of a painfully long set of negotiations since the Brexit referendum,the protocol is a trading issue,it is worth repeating the fact that the protocol was as a result of a painfully long set of negotiations since the Brexit referendum,I don't agree with the premise that the Protocol is an identity issue,John Finucane does not agree with the premise that the Protocol is an identity issue,no_rel
850622,The DUP is a party of devolution,We want the Northern Ireland Agreement to work,the DUP is a party of devolution,we want the Northern Ireland Agreement to work,will you go back into the Executive,Emma Little-Pengelly will or will not go back into the Executive,no_rel
850628,We want the Northern Ireland Agreement to work,We have the proposals coming forward,we want the Northern Ireland Agreement to work,we have the proposals for the Northern Ireland Agreement coming forward,The DUP is a party of devolution,the DUP is a party of devolution,no_rel
850634,We have the proposals coming forward,they meet the seven tests that the DUP have set out,we have the proposals for the Northern Ireland Agreement coming forward,the proposals for the Northern Ireland Agreement meet the seven tests that the DUP have set out,We want the Northern Ireland Agreement to work,we want the Northern Ireland Agreement to work,no_rel
850648,there is a pathway to restoration,We need to be sure that this is going to happen and the Protocol is going to be addressed,there is a pathway to restoration,we need to be sure that this is going to happen and the Protocol is going to be addressed,they meet the seven tests that the DUP have set out,the proposals for the Northern Ireland Agreement meet the seven tests that the DUP have set out,no_rel
850654,We need to be sure that this is going to happen and the Protocol is going to be addressed,Sinn Fein collapsed the Executive before and that wasn't great,we need to be sure that this is going to happen and the Protocol is going to be addressed,Sinn Fein collapsed the Executive before and that wasn't great,there is a pathway to restoration,there is a pathway to restoration,no_rel
850839,Theresa May had a better deal,what do they want,Theresa May had a better deal,Democratic Unionist Party wants xxx,"The DUP, no, no, no","the Democratic Unionist Party, no, no, no",no_rel
850840,what do they want,"They don't come up with solutions, just come up with no, no, no",Democratic Unionist Party wants xxx,"Democratic Unionist Party doesn't come up with solutions, just with no, no, no",Theresa May had a better deal,Theresa May had a better deal,no_rel
850844,Maybe it's time to get back into the jobs they're paid for,She's not even elected,maybe it's time to get back into the jobs the Democratic Union Party's members paid for,Emma Little-Pengelly's not even elected,"They don't come up with solutions, just come up with no, no, no","Democratic Unionist Party doesn't come up with solutions, just with no, no, no",no_rel
850885,She's not even elected,I am a Unionist,Emma Little-Pengelly's not even elected,AudienceMember 20220609QT261 is a Unionist,Maybe it's time to get back into the jobs they're paid for,maybe it's time to get back into the jobs the Democratic Union Party's members paid for,no_rel
850956,wages,it's clear when you listen to business that the biggest impediment facing business at the moment is political instability,Democratic Unionist Party are dragging down the Assembly because of wages,it's clear when you listen to business that the biggest impediment facing business at the moment is political instability,Why,Democratic Unionist Party are dragging down the Assembly because xxx,no_rel
850980,the government at times play fast and loose with our political stability here,I listen carefully to Robert saying the importance of consent,the government at times play fast and loose with our political stability here,Naomi Long listened carefully to Robert Buckland saying the importance of consent,That has always been the case,instability being the biggest impediment has always been the case,no_rel
851119,We read it before we voted for it,We saw what the implications would be,we read the Protocol before we voted for it,we saw what the implications would be,We did,we did understand how the Protocol would be implemented,no_rel
851157,you need your partner to agree to doing that,What they've agreed to do is look at ways to change European law to take certain issues out of the Protocol altogether,you need your partner to agree to doing that,what they've agreed to do is look at ways to change European law to take certain issues out of the Protocol altogether,"We can't negotiate, open up negotiations","we can't negotiate, open up negotiations",no_rel
851216,All of the things that Boris Johnson and his government have shown they cannot deliver,it's an issue because of power-sharing for legislation within Northern Ireland,"statecraft, diligence, and graft are what Boris Johnson and his government have shown they cannot deliver",consent is an issue because of power-sharing for legislation within Northern Ireland,"The way forward is going to be statecraft, diligence, and graft","the way forward is going to be statecraft, diligence, and graft",no_rel
851255,nobody was listening to them then,"This week in parliament, just two days ago, the government introduced legislation which will grant amnesty to terrorists from the Troubles",nobody was listening to them then,"this week in parliament, just two days ago, the government introduced legislation which will grant amnesty to terrorists from the Troubles",Consent doesn't apply to Westminster,consent doesn't apply to Westminster,no_rel
851319,they put it down when it suits them,today Brandon Lewis is in Belfast,the Government puts the Good Friday Agreement down when it suits them,today Brandon Lewis is in Belfast,They are playing fast and loose with the Good Friday Agreement,the Government is playing fast and loose with the Good Friday Agreement,no_rel
851366,it is important to Unionists,the Unionist concerns have constantly been dismissed and demeaned by all of the other parties,the Protocol and Northern Ireland's place in the Union is important to Unionists,the Unionist concerns have constantly been dismissed and demeaned by all of the other parties,I understand the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein,Emma Little-Pengelly understands that the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein,no_rel
851493,the answer is there i to me and a place and that was not it,we were living under restrictions after you will us in varying degrees at different parts of the country at different times of the crisis,the answer is there to Robert Buckland and a place and that was not it,we were living under restrictions after you will us in varying degrees at different parts of the country at different times of the crisis,"He felt it was his duty to say goodbye to work colleagues, whereas other people were not allowed to say goodbye to their nearest and dearest","Boris Johnson felt it was his duty to say goodbye to work colleagues, whereas other people were not allowed to say goodbye to their nearest and dearest",no_rel
851526,They changed our lives,was Boris Johnson right to say it was his duty to say farewell to colleagues,the restrictions changed our lives,Boris Johnson was or was not right to say it was his duty to say farewell to colleagues,the restrictions were clear,the restrictions were clear,no_rel
851565,That is why the DUP and all the other Unionists have a problem with the Protocol,Not about Brexit,Ireland's position in the UK is why the DUP and all the other Unionists have a problem with the Protocol,Ireland's position in the UK isn't a question about Brexit,we're talking about the question which is about our position within the United Kingdom,we're talking about the question which is about Ireland's position within the United Kingdom,no_rel
851637,"Within one year of that, we had an agreement to the DUP to go back in and they walked away from that",Sometimes we speculate what the people will think,"within one year of that financial scandal, we had an agreement to the DUP to go back in and they walked away from that",sometimes we speculate what the people will think,"In reference to the Assembly's collapse previously, it was as a result of a financial scandal squarely at the door of the DUP","in reference to the Assembly's collapse previously, it was as a result of a financial scandal squarely at the door of the DUP",no_rel
851638,Sometimes we speculate what the people will think,We found out the vast majority of people who cast their vote at the ballot-box returned parties that support and recognise the Protocol as being necessary to protect us from the worst impacts of Brexit,sometimes we speculate what the people will think,we found out the vast majority of people who cast their vote at the ballot-box returned parties that support and recognise the Protocol as being necessary to protect us from the worst impacts of Brexit,"Within one year of that, we had an agreement to the DUP to go back in and they walked away from that","within one year of that financial scandal, we had an agreement to the DUP to go back in and they walked away from that",no_rel
851647,"the only thing that is going to change the constitutional basis on this island is when there is a referendum, as legislated for in the Good Friday Agreement",How do you persuade this man who feels his position is threatened by the protocol,"the only thing that is going to change the constitutional basis on this island is when there is a referendum, as legislated for in the Good Friday Agreement","xxx is how you persuade this man, Unknown Unknown, who feels his position is threatened by the protocol",We found out the vast majority of people who cast their vote at the ballot-box returned parties that support and recognise the Protocol as being necessary to protect us from the worst impacts of Brexit,we found out the vast majority of people who cast their vote at the ballot-box returned parties that support and recognise the Protocol as being necessary to protect us from the worst impacts of Brexit,no_rel
851703,they were working on the frontline and trying to protect them,"what it has exposed, I think, is the deep-seated culture of entitlement at the very heart of this government",they were working on the frontline and trying to protect them,what Boris Johnson's behaviour has exposed is the deep-seated culture of entitlement at the very heart of this government,It is difficult for those families who were not able to have contact with their family,Boris Johnson's behaviour is difficult for those families who were not able to have contact with their family,no_rel
851725,the rest of the rules to apply to everyone else no longer apply to those people in his circle,that wasn't just the civil servants and others,the rest of the rules to apply to everyone else no longer apply to those people in Boris Johnson's circle,that wasn't just the civil servants and others who reflect how Boris Johnson's circle spoke to the staff who worked in that building,that is down to Boris's own leadership and approach,deep-seated culture of entitlement is down to Boris's own leadership and approach,no_rel
851827,I agree with Boris Johnson is completely wrong,"My difficulty having worked in the private sector and the charity sector, we worked every day during Covid, and I brought staff in to look after the children of doctors and nurses",Boris Johnson is completely wrong,"AudienceMember20220609QT284's difficulty having worked in the private sector and the charity sector, they worked every day during Covid, and they brought staff in to look after the children of doctors and nurses","If he told me it was raining, I would have to put my hand out the window to check for myself","if Boris Johnson told Naomi Long it was raining, she would have to put her hand out the window to check for herself",no_rel
851862,There's an inability to think for yourselves as politicians,We have to get politicians who put their job above the colour of their party,there's an inability to think for yourselves as politicians,we have to get politicians who put their job above the colour of their party,"There's an inability to say sorry in your party, unless you follow your line","there's an inability to say sorry in your party, unless you follow your line",no_rel
852189,And she produced a very thorough and hard-hitting report,"The question for me, frankly, is what are the consequences of that",Sue Gray produced a very thorough and hard-hitting report,"the question for Robert Buckland, frankly, is  the consequences of the report are xxx","I think we've seen that report, which was pretty damning.","we've seen that report, which was pretty damning",no_rel
852231,"As I said, I accept that answer",Am I happy about the situation,Robert Buckland accepts Boris Johnson's answer,Robert Buckland is or is not happy about the situation,"He gave me a direct answer, and I accept that answer","He gave me a direct answer, and I accept that answer",no_rel
852235,No,I was in government at this time,Robert Buckland is not happy about the situation,Robert Buckland was in government when the parties happened,Am I happy about the situation,Robert Buckland is or is not happy about the situation,no_rel
852236,I was in government at this time,I can tell you I had not a Scooby-Doo or any knowledge about what was going on,Robert Buckland was in government when the parties happened,Robert Buckland did not have a Scooby-Doo or any knowledge about what was going on,No,Robert Buckland is not happy about the situation,no_rel
852038,You've already made that point,We need to get solutions,Emma Little-Pengelly has already made the point about medicines,we need to get solutions,"We are still waiting on resolution from the European Union on medicines, life-saving medicines for people of Northern Ireland","we are still waiting on resolution from the European Union on medicines, life-saving medicines for people of Northern Ireland",no_rel
852304,It's not good enough,You have to lead by example,It's not good enough,you have to lead by example,"Here in Northern Ireland, you had Michelle O'Neill and Sinn Fein bringing 5,000 people on to the streets when I know people - I know people - who couldn't even attend their parents' funeral because of the number of restrictions","here in Northern Ireland, you had Michelle O'Neill and Sinn Fein bringing 5,000 people on to the streets when Emma Little-Pengelly knows people - Emma Little-Pengelly knows people - who couldn't even attend their parents' funeral because of the number of restrictions",no_rel
852308,"Here in Northern Ireland, you had Michelle O'Neill and Sinn Fein bringing 5,000 people on to the streets when I know people - I know people - who couldn't even attend their parents' funeral because of the number of restrictions",It's not good enough,"here in Northern Ireland, you had Michelle O'Neill and Sinn Fein bringing 5,000 people on to the streets when Emma Little-Pengelly knows people - Emma Little-Pengelly knows people - who couldn't even attend their parents' funeral because of the number of restrictions",It's not good enough,we have had too many examples of that,we have had too many examples of law-makers being law-breakers,no_rel
852309,people are genuinely upset when they see this type of thing,"with the last comment about integrity in public life, I do believe very, very firmly law-makers should not be law-breakers",people are genuinely upset when they see this type of thing,"with the last comment about integrity in public life, Emma Little-Pengelly believes very, very firmly law-makers should not be law-breakers",it really genuinely grieves me to think that there were thousands and thousands of people who passed away with no loved one or family member or friend to hold their hand in those final moments because of those rules and regulations that are put in place to protect people and to try to stop this virus,it really genuinely grieves Emma Little-Pengelly to think that there were thousands and thousands of people who passed away with no loved one or family member or friend to hold their hand in those final moments because of those rules and regulations that are put in place to protect people and to try to stop this virus,no_rel
852358,"We've already heard that in order for Northern Ireland and parties within it to be heard and respected by the government, you've got to act in an extreme way to be noticed","We also have only one parliament or Assembly in the whole of the United Kingdom whereby the Ministerial Code can be broken with immunity, where domestic and international law can be broken","we've already heard that in order for Northern Ireland and parties within it to be heard and respected by the government, you've got to act in an extreme way to be noticed","we also have only one parliament or Assembly in the whole of the United Kingdom whereby the Ministerial Code can be broken with immunity, where domestic and international law can be broken",The problem we have at the moment is I do believe that Northern Ireland is suffering from neglect from this government,the problem we have at the moment is that Northern Ireland is suffering from neglect from this government,no_rel
852380,I don't do skulduggery and plotting,"You've come to Belfast, the place that Boris Johnson came and said ""over my dead body would there be a border down the Irish Sea"" and legislated for it, and you said you believed every word he said",Robert Buckland does not do skulduggery and plotting,"Robert Buckland has come to Belfast, the place that Boris Johnson came and said ""over my dead body would there be a border down the Irish Sea"" and legislated for it, and you said you believed every word he said",I would say publicly if they should resign,Robert Buckland would say publicly if the government should resign,no_rel
852421,They are there for people to judge,I asked them a direct question,the things that worked well when working with Boris Johnson are there for people to judge,Robert Buckland asks someone he's working with a direct question,I'm not going to list them now,Robert Buckland is not going to list the things that worked well now,no_rel
852534,"From a professional perspective, I'm a frontline nurse, have worked all through the pandemic, as have many of my colleagues",I personally did not see my family for three months,"from a professional perspective, I'm a frontline nurse, have worked all through the pandemic, as have many of my colleagues",AudienceMember 20220609QT282 personally did not see her family for three months,"from a personal perspective, I find Boris Johnson's behaviour an absolute disgrace","from a personal perspective, I find Boris Johnson's behaviour an absolute disgrace",no_rel
852540,I personally did not see my family for three months,I sat on Christmas Day on my own,AudienceMember 20220609QT282 personally did not see her family for three months,AudienceMember 20220609QT282 sat on Christmas Day on my own,"From a professional perspective, I'm a frontline nurse, have worked all through the pandemic, as have many of my colleagues","from a professional perspective, I'm a frontline nurse, have worked all through the pandemic, as have many of my colleagues",no_rel
852546,I sat on Christmas Day on my own,It makes me emotive to think about it,AudienceMember 20220609QT282 sat on Christmas Day on my own,it makes AudienceMember 20220609QT282 emotive to think about not seeing her family for three months,I personally did not see my family for three months,AudienceMember 20220609QT282 personally did not see her family for three months,no_rel
852559,It makes me emotive to think about it,Why didn't you see your family for three months,it makes AudienceMember 20220609QT282 emotive to think about not seeing her family for three months,xxx is why AudienceMember 20220609QT282 didn't see her family for three months,I sat on Christmas Day on my own,AudienceMember 20220609QT282 sat on Christmas Day on my own,no_rel
