sentence1,sentence2,label
We need to make sure we have things in place like electronic passes so that it's much quicker to get through the airports,"We are still having queues, and mixing at airport",rephrase
I agree with what Andy Burnham just said,What is it that you have to do to be sacked for action to be taken,no_rel
"2102 positions and 1439 convictions, massive drops on previous years",the cuts have surely had an impact,no_rel
The UK is currently facing an economic and a health crisis of epic proportions,constitutional questions are of complete irrelevance,inference
They have been undersupported for decades,I grew up in a coastal town in Northern Ireland and I can tell you the problems facing coastal communities and fishing communities are not new since 1 April,inference
As a democracy we want to get as many people heard as possible,increasing suffrage is always a good idea,inference
we have got an external survey,seems a long time off,rephrase
there can be different sectors,there can be different standards and it needs to be responsive to what is actually happening out there,rephrase
I'm not saying that's okay for that to be the situation,we're in a crisis in an unprecedented time,no_rel
"it was a question of when not ""if"" we would see the impacts of COVID-19 in India","This is not a wave, this is a tsunami",inference
that's what you get with a rationing system that doesn't supply as many resources,The issue with this isn't that we are being too cautious,no_rel
That's the problem,We are projecting to the world with the G7 with the football that Britain is open,no_rel
in order to play that active role in reactivating the economy,we need to tell them the specific challenges that we are going to have,inference
"But when we look at what happened in Bournemouth today, I think we need to appeal to people's sense of responsibility,","I think most people have complied remarkably well with the lockdown, especially young people.",rephrase
you'll see in our manifesto that it is a plan for a fair and green recovery from the pandemic,the number one thing,inference
we're not going to build the physical buildings and those rapid diagnosis centres in the time of weeks or months,"let's get temporary facilities up and running right now, so we can start that one",rephrase
"If he had been working for an organisation, and the government is an organisation, he would have been marched off immediately before he had a chance to pack his bags",to have been given the opportunity to resign was a luxury,inference
This is the first one.,It depends on the manufacture of these vaccinations. ,no_rel
it’s got half as many new cases a day as us and a fraction of the number of deaths every day,Surely it’s just a matter of time isn’t it,inference
that was actually the solution,I don't rule out anything,conflict
it is absolutely true we need to make sure people are able to afford what they need in life,recognise the costs of this,inference
We talk about her because it was a police officer who committed the crime,what about - I can't think of her name off the top of my head,inference
I believe Scotland should be be in the UK and the UK should be in the EU,I'm the only person on this Panel that is consistent here,inference
"The reality is, we need to be able to trust the Government in what they say",listen when they speak,rephrase
The various party manifestoes show a vastly differing spending promise,Can you please each explain the key sources for the fund of the spending,inference
They continue to watch the data,continue to look at the trajectory on which we're headed,rephrase
Only 1 percent of them still are to this day,That's irresponsible,rephrase
It is ridiculous,The fact the government have got to this point where we are right at the cusp of the cut-off point is very bad management,no_rel
"On the question of the press, it is clear it is racist just in the way they described Megan",It is clear,rephrase
they deserve higher skills and higher wages,That's the economy we want to see,inference
Despite your Union Jack shoes,I love the United Kingdom,no_rel
They have got to get their crime rates up,They're not bothered about it,inference
The vision isn't there,"the Conservatives were to gain seats in Hartlepool and, in particular, in Scotland",no_rel
We're at the other end of the crisis,"A year ago, if we had been sitting here, just beginning to hear about the coronavirus thing",no_rel
that means increasing the level of the work force,it means doing things differently,rephrase
we have seen with donors over PPE,we are all paying for it,no_rel
it is important to remember that Virginia Giuffre was caused great pain by Epstein,that has to be foremost in our minds,rephrase
these women who will be killed if the Taliban are what they are,"Standing up protesting, today, in three different cities, people stood up and held the national flag of Afghanistan to tear down the flag of the Taliban",no_rel
Who do you think should be paying that bill,do you think the Government can put the onus on the leaseholders,rephrase
"Never mind Scotland, you do what you want",This is the truth of the matter. The UK Government is committed to working with the Scottish Government,conflict
I agree with Heather about keeping a rental sector going,"in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,",conflict
It is a scandal,The reason why these questions are continuing to circulate,no_rel
Some of that may be slightly overhyped,we all need this like we need a hole in the head,no_rel
"Really, was it sensible to have somebody who was a remainer to be standing in from somewhere which was very much keen on leaving the EU",that was a big mistake,rephrase
"In your guidelines, the depth of education guidelines say children WHO may have difficulty in engaging with remote education at home are classed as vulnerable","Yes, and those of, obviously, the frontline who are protecting everyone from this evil virus",rephrase
He thought in this instance a man was being unfairly hounded,the Prime Minister was motivated by a sense of decency,inference
I don't think that's what the apprenci levy was meant for,It's meant to help young,no_rel
the other data is good,we might be able to open up on 21 June,inference
Why should I borrow money to keep my business going,I might as well not bother,no_rel
we encounter them,We cut down the forests,inference
the government heading very definitely down the wrong track,Boris perhaps treating us all like muppets,rephrase
Schools are going back,I don't know what James' home life is,no_rel
We are throwing away decent food that could feed children who are going hungry,They've got to do something,no_rel
"They showed us at each stage, if we do these things, this is what we would expect to happen from the response from the virus",the British people have been through so much,no_rel
He does not inspire public confidence,that is a significant failing at a time and in a crisis,rephrase
we should be really clear about what we are saying to people,We should be consistent,rephrase
whilst I'm not trying to prejudge any legal action in this case,I'm saying the fact that they don't have access to people in power,no_rel
I do all those things,I could have done all of this where I'm from,rephrase
I quite like Helle's idea of using venues creative leave.,I think what I fear is that the value of education will have been taken away from children and I think this is every child.,no_rel
Let's not rush this,we have worked so hard let's just take a break,inference
this is a really really important election,this is easily the most important,rephrase
It is not a nationalistic thing to say,"Mr Gavin Williams’s comments, which I agree were completely crass and if it were a joke it went badly wrong",inference
"Because, the number of people I know that have died from the virus, it's over ten now",ask the Government if they think that the advice has either been clear or sensible,inference
"What I didn’t like, the European Medical Agency yesterday was casting aspersions on our regulatory testing regime when the WHO has described as world class","Mr Gavin Williams’s comments, which I agree were completely crass and if it were a joke it went badly wrong",rephrase
You call it decision by committee,"the reality is you have to weigh up the extent to which people have sacrificed, staying inside",conflict
I’m not saying it’s just you,I’m talking about all of you very intelligent people at the beginning who flocked around this man because of your political beliefs,rephrase
We have the technology,"We know what we have to do, and we don't have time",no_rel
the moment you release the lockdown it gets back into the community,What has changed is that we have a vaccine,no_rel
There is actually a word for it,I appreciate that violence against women is horrendous,no_rel
she is 23,"the mental health problems that have arisen, I think, in this pandemic, that all the work of the resolution foundation shows that it is that group, it is that age group, the under 25 age group, that have suffered more than anybody else in this pandemic",no_rel
"protecting the global environment, it means not cutting the environmental budget here in Glasgow",Many of our cleansing workers are going to be going on strike during COP26,no_rel
on treatments that have been missed,on appointments that have been delayed,rephrase
you haven’t,I really don’t understand,no_rel
It shouldn't be a jolly,Going to a footy match,rephrase
I'm still scared,I'm scared of getting it,rephrase
"I may not be in this phase, I may not be eligible according to government guidelines, but I’ll buy it so I’ll have it",Does that mean the government is going to buy up all the doses so people won’t be able to go to a private doctor and say I’d like that,inference
We are always going to be living with the hypothetical of a new variant,we should be on top of this,no_rel
Just a patient,I understand the pressures on the system,no_rel
The lockdown simply came too late in this country,that caused a lot of damage,rephrase
They have made commitments and there are mechanics that increasingly are put in place to hold everybody accountable,This is the next step that needs to happen,no_rel
"You have 110 countries agreeing to reverse it by 2030, then today, Indonesia, who had signed up to that, said hang on a minute, we don't want to be doing that after all","That must be disheartening, to say the least",inference
we have been providing 280 billion pounds of support so far in the hospitality sector,"the VAT cut, which I take James' point, if you are not earning, it is not the be all and end all",no_rel
"No, that particular term is totally unacceptable",The answer is no,rephrase
The government's advisers gave very clear scientific advice,the government followed that scientific advice,no_rel
it is downmarket,it is not constructive,rephrase
I can give you 20 billion reasons why we're lucky to be part of the United Kingdom,20 billion is how much has come north of the border,rephrase
"In April, we gave Foreign Office travel advice to tell British nationals to leave Afghanistan","We set up the ARAP scheme for interpreters, and other Afghans who had worked with British forces, Western forces",rephrase
"what we need is effective, quick testing",we need the track and trace up and working,no_rel
I've already taken a series of measures,I've opened up tests,rephrase
The Prime Minister was informed about it on 18 December,"We didn’t have a change in policy for a very, very long time",no_rel
That is so appalling,"Jeremy Corbyn and his leadership made a political decision to ignore, not to tackle antisemitism",inference
"When people don’t have confidence that they are going to be safe, then they’re not actually going out and consuming",They’re not going out working,rephrase
"As Andy alluded to, there's a way of articulating being patriotic that sounds genuine",In a way I feel bad for ear Starmer,inference
This is horrible,This is a horrible position for us to be in,rephrase
I definitely think I’m concerned,whatever happens in the US is going to impact right round the world,inference
It is significantly reduced in terms of the money people are going to get,What we have is the furlough scheme,inference
I want to talk about an attitude,Where a woman is clear,rephrase
we all feel and the horror we feel and the pain we feel and the shock we feel at what's happening,we all have to remember as we move forward that it is nothing compared to what Sara Everard's family are feeling this morning,no_rel
There are companies getting used to,I think you mentioned John Lewis,no_rel
I don’t know if I do actually,She means it very respectfully,rephrase
we delay,as the government has repeatedly,rephrase
thought the terror threat would go up and not down,Some of us were opposed to it from the very beginning,inference
he is a man who has been accused of a serious sexual crime,I don't care who he is,inference
So I brought forward 2 and a half years ago a piece of legislation that was passed unanimously,The purpose was to prevent the number of deaths of black men in mental health,rephrase
"including the failure to plan for what came next after our exit strategy,","which we have raised repeatedly in the House of Commons, and with ministers over recent months",no_rel
"the government has not changed its position, has not followed data rather than dates",It has been hung up on dates,rephrase
The budget is part 2 of this plan,"It is really important that if we're going to keep those sectors closed, for reasons I completely understand",no_rel
it's really expensive to eat well and to eat local and to eat vegetables and have fresh meat,how do we look at our food ecosystem right now in Britain,no_rel
they are struggling to get enough vaccine now,They are,inference
who I’m sure is brought up a lot in this programme,he certainly was at the time,rephrase
"as far as Westminster is concerned, we have the Select Committee",they have an important role to play in this,rephrase
Sending the virus to the very communities that are most vulnerable,What would your plan be now,no_rel
not winning the arguments for the United Kingdom,accommodating to it in a way that I found very unhelpful recently,inference
there's a suggestion,"there's an uncomfortable relationship between private capital, and the Government",no_rel
"we don't get people coming forward, coming forwad and talking to the police",male or female,rephrase
The President of the United States is suggesting that he may or may not accept a peaceful transfer of power,"I’ve called on all patriots of the United States to put aside their partisanship and seek a higher order, which is patriotism, and look at that, and then when you compare that person to the Vice President",no_rel
I want to hear from you,I'm sympathetic to Grant's reasoning as to why it was difficult to get enough PPE,no_rel
"that is driving creativity, whether sporting or artistic, politics, public life or any other walk of life, is informed by people's backgrounds",every profession needs to have people from different backgrounds and apparently types,inference
It is about the SNP seeking the truth,Is the government doing enough to help assist the fishing and shellfish industries,no_rel
"there is a majority in the next Parliamentary election on 6 May, 21 polls in a row, people saying that they want to be independent",people in Scotland have the right to choose whether or not they want to have a referendum,rephrase
the black population puts itself about,I have a right to my expression as well,inference
it will be,"this person was going to be walking around waiting for a court case to come up maybe a year, two years later",no_rel
It has quadrupled,"Where we are today, debt has gone up considerably",inference
"The chief scientific officer says it’s a political decision, not a scientific decision",We’re closing down,no_rel
we will of course be holding people to account,That’s why we’re going to improve our complaints system,rephrase
which has suffered so much already,do you agree with Jeremy and with James that it is going too slowly for the hospitality business,inference
A 1 percent pay rise is a real terms pay cut.,It is an insult and the government must think again.,rephrase
our skills,our negotiating skills,rephrase
we have a poor track record how we’ve dealt with coronavirus,You look at the way that the whole thing has been dealt with,rephrase
That’s Brexit,it is an unfortunate bit of timing occurring on December 31,inference
he didn't pay for it straight away,we all buy stuff on buy now pay later,no_rel
On top of that they have to cope with the demand that's been delayed,"I agree with you on the sight of this, it looks bad, it is challenging",inference
because we recognise and we have done for a long time the single epidemiological unit of the island of Ireland,That’s what we built on,no_rel
Diane Abbott who breaks all records for being abused on social media,How much has that contributed to her mental health state,no_rel
"In hospitality, it is about the conviviality of community",I think people will appreciate it,rephrase
Absolutely criminal,"what would you say to someone, a landlord who was renting out one property and that rent was enabling them to stay in their own property",no_rel
We should concentrate on getting the vaccine done as quickly as possible,we should let anyone who wants to come in come in,no_rel
And it is to be borne by the consumer,I don't agree with much more that Tim said in the sense that there are political choices about where you put the cost for this transition,conflict
But our politicians are not paid to peddle paranoia or feed on our fears,they are paid to lead,inference
Scotland’s best and proudest days are when we stand together as part of a union we helped to build,"I also don’t believe there’s anything inevitable about this, despite what the SNP representatives might say on this panel",inference
"other countries, Italy as well, have been storing vaccines and not giving them to their own people","they used the precautionary principle in that way, frightened people",no_rel
we’ve taken action to have stricter restrictions in some parts of the central belt than we do in the --,That will mean a slight variation in what the restrictions are,rephrase
the scenes we've seen over recent days have been awful and distressing,the consequence of the Israeli air strikes in Gaza,rephrase
the vast majority of Covid fatalities and Covid cases occur,"9 percent of all households, people of working age, do not live with anyone over 65",inference
"people across the country here and across the UK are working really, really hard, putting up with restrictions on their everyday life, staying at home, that's a big message, not seeing friends and families, wearing face coverings","They're doing that because they want to reduce the level of the virus in their communities, in their country",rephrase
He was moving the goalposts,I can no longer accept this sort of behaviour,no_rel
Are you getting those kind of funds from the secretary for health here,"they got grants from the German government of 350,000,250 million apiece",inference
look at parts of the country like Wales,Mark Drakeford is delivering for those communities the most successful UK vaccine rollout in the whole of the United Kingdom,rephrase
We know young people and the poorest in society have been the most affected by lockdown,the most affected by COVID,rephrase
it will be different when they go back,they will be social distancing,rephrase
otherwise every country in the world would’ve done the same thing,the idea that there was an obvious right answer is wrong,inference
yet this is what you're hearing,we have been through an incredibly difficult period,no_rel
"Do we need to be like New Zealand and Australia, every time they get an infection it just shuts down",that can't continue to happen,rephrase
The 5 percent tariff on Scotch has been scrapped as part of the deal,whisky is 4 billion pounds,no_rel
they had,they might have heeded their own commissioned report warning what might happen in the winter without certain measures taking place,inference
Pounds after pounds and euros after euros and dollars after dollars are going into this pot,all we're saying is more needs to be delivered. More needs to be delivered,conflict
we're the third highest employer,It's a regional spread of 11 percent of all employees are in the hospitality business,rephrase
"the R rate, the R number, the re production number varies from one region to another",Near in the north of England we see a higher R number than in the south,rephrase
Over half the deaths are in care homes,46% of all deaths are in care homes in Scotland,rephrase
part of the issue with India is investment in the Primary Care network to distribute the vaccines,It's about investment in the health infrastructure to get oxygen out to people,rephrase
Would you not have supported the same argument to the UK as a whole?,one of the reasons I supported Brexit was I became very interested in homelessness,no_rel
We've got students who are going home from university very shortly,easing the restrictions too quickly could cause us some catastrophic problems,inference
what we're seeing in Scotland is over the last four weeks that case numbers have fallen,they are plateauing,rephrase
you've got these parties that are basically not fitting in with the standard parties,the Tories are overtrying with this mandating of the flag,inference
But it still requires a huge effort for us to build a technology from scratch,We are getting government,inference
"there is a possibility that votes are rigged, we know that, that is a strong possibility",My main concern realistically with the ID system is like anything else it is open to abuse,no_rel
there were no reported deaths on Tuesday,which scientific advice should the government take,no_rel
"look at how much the government has spent paying people to be on furlough, that's about 100 billion a year",That has put the economy on ice but it hasn't achieved anything very positive beyond making sure that people could keep going,inference
We put in place a vaccine programme,that has brought that down to one in a couple of hundred,rephrase
"Under those circumstances, I think most people who are immunologists, who are vaccine experts, and the Joint Committee on Vaccination and Immunisation have looked at the data",this has been looked at very carefully,inference
the money that's going to come in from Scottish taxpayers giving money to the UK Exchequer and the money we get back,That's going to come from the budget that we have,inference
tampered with before that,"Is this something that's worrying you, Ingrid",no_rel
a big march in London yesterday about this,It's almost become the forgotten industry,no_rel
because it is an investment for the amount of money that these venues in Manchester,"Manchester is an extraordinary city of music, comedy and theatre and television production",no_rel
"the government's saying the advantage of the system here in England and Wales is that you'll have one body, if you like, responsible for it all",and Scotland you're going to do things slightly differently,no_rel
they should not be dictating policy,They need to speak less and listen more,inference
privatisation is a positive thing,"in this case, in the railways, it just hasn't worked",conflict
but you are not safe,COVID does not respect the fact that you are outside,rephrase
What we found since 31 December is Lidl have been much better stocked than Tesco,The first week Tesco had nothing and we had to depend on everything in Lidl,rephrase
"The problem with Stan Chronicy, me doesn't know one end of a football pitch from the other","whose temerity, whose audacity, whose cheek, sheer chutzpah beggars belief",rephrase
"looking at the data from the Home Office and the CPS, and the justice department Robert, I mean it is shocking",that's surely had an impact on these conviction rates and prosecution rates,inference
the UK government has spent £31 million already working with the Scottish Cluster,I hope that we can advance the timeframe,no_rel
we're re-enacting the situation that George found himself at the end of his life,I'm not sure we should be replicating,conflict
you think your kids are the best and the cutest,you don’t tell all the other parents you have the best and the cutest,no_rel
"because of Covid, that is rising",I was going to say that disabled people are overlooked,no_rel
He quite possibly lost his family,That's a horrible thing to happen to anybody,no_rel
"that's the fear, isn't it",There was a problem before the pandemic,rephrase
We have known that for some time too so the NHS has been getting hold of the serious deep freeze,Then it arrives and you have to keep it at -70,inference
"not doing that will mean that whole cohorts of children and young people will have been left behind, to an extent",I couldn't agree more,no_rel
"This thing isn’t a chemical that’s made, this biological",They are then hard to manufacture,inference
We don't give them enough credit,they are young adults rather than children,no_rel
it's just criminal,It really is,rephrase
It don't make sense,It's not practical,rephrase
it was only lifted a couple of years ago,I have absolutely no idea why,inference
"we need to look beyond, what kind of country are we going to build",How we’re going to build an economy next year is going to take more than Rishi Sunak in a fancy cashmere sweater telling us he is going to freeze public sector pay,no_rel
There was a shortage,you have to acknowledge there was a shortage,rephrase
They felt stupid talking about it,I think this is wrong,no_rel
this is the problem,The Labour Party is very good at telling us what it doesn't like,no_rel
it's been changed,we're being dragged out of the EU against our will,rephrase
that’s part of the bigger context,"A pub that has to close at the moment gets £3,000",no_rel
you go to any major European capital,"you see more police on street corners, in squares that are visible",inference
my mother in London,"my wife’s family came from Aberdeen, Edinburgh, Manchester and the south of England",no_rel
"When I hear people talk about the policy today, what I hear is they don't understand why we didn't do this a year ago",But our politicians are not paid to peddle paranoia or feed on our fears,no_rel
this whole two metre distance is based principally on the Spanish Flu,the second wave is based on the Spanish Flu,rephrase
"I'm 27, I've only really spent the last few years learning about all of this","When I was 16, I didn't take an interest",rephrase
This lack of resilience has made it increasingly difficult.,"But what we have seen is that local authority, when they have been able to go about track and trace, have actually been doing far better than the Serco and others on who the government is spending 12 billion.",conflict
"I know, like, the 16, 17, 18-year-olds that I work with who know more than I ever knew at that age",the thing with 16 and 17-year-olds is I think we just don't give them enough credit,inference
It is not a broken link,it is a dramatically suppressed link,conflict
to lift the pressure on the NHS,We can work together to alleviate poverty in Scotland,no_rel
people should plan because we are living in an uncertain time where public opinion seems to be very volatile,it is legitimate to think about the future,rephrase
I will always vote for the Labour party because I think it’s the best coalition of the left for this country,But for this party to be caught up in something like this makes me sick.,conflict
we know hospitalisations are going down and obviously the infection rates are,I think we just need to lift it,inference
nobody thinks that the sausages or meat will be swarming into the EU and upsetting some balance of trade,that they're going to be unsafe,rephrase
talked about commitments that it's going to make,not necessarily this Government,conflict
we couldn’t even go into our gardens,now the cases are going absolutely through the roof,no_rel
Can I ask all the panel what they think will happen in the United States if Mr Trump is re-elected,Will they remain United,no_rel
"If you are spending money on something and expecting 100 percent bang for it but you’re not getting it, you’re only getting 50 per cent of what you paid 100 percent for, surely you want 50 percent back",Students should be getting their money back,inference
is that because you thought you'd get more votes that way,Really,rephrase
tried to have it stopped,that was their experience and unfortunately it's all too common,no_rel
particularly when we have government,The role here is to see what can be done about it,inference
which was this major scandal about the coughing,I was delighted to hear from families and audiences watching helping to get it through,no_rel
it's not a time to be selfish now,It's time for everybody to pull together and help each other,rephrase
We need lots of countries to be sending vaccines to India,"It is both the morally right thing to do, and also a self-interested thing to do to make sure that we get this parallel roll-out",inference
we don't speak up against people that have these type of opinions that undermine the basic values of humanity,we move the boundaries in a very dangerous way,inference
they're not backed by anything,they are just weak promises,rephrase
We have one person that is threatening the system,this is totally different this time,inference
who is liable for this,she had a fire now,no_rel
they really should have used the local expertise first and built from there,I just feel the government is making problems for itself by not sort of learning from some of the earlier mistakes and then going down a different path,no_rel
I am one of those vulnerable people,"I don't need telling how, you know, how important it is for vulnerable people",inference
This is a fund you were keen to bring up,The impact of the bill going through for people like Natalie and the hundreds of thousands of leaseholdsers is devastating,no_rel
It is clear that the British government didn’t prepare or work with businesses in terms of them being ready.,We can see the outworking of that and certainly from my assessment it is very clear that what we’re witnessing is a trade adjustment shock.,inference
It is not a long-term plan to be bringing those children and young people up to the stage where they need to be,"so far this alleged catch-up plan, it really isn't a plan",inference
This is a bigger problem than Owen Paterson,I'm glad he resigned,no_rel
"creating new markets which, incidentally, will create jobs",there's a business opportunity there,rephrase
"That's where we shifted the priority, but it is important",When we've got the Commons speaker calling on a vote for MPs on this issue. Do you agree,no_rel
we need plenty of investment,"The government has proposed a grant of £1,000 to pubs",conflict
it will depend on the supply that's there just now of course,I can't say specifically when it's going to stop,inference
continue to support him,I think he's a person who can do that,no_rel
"If he had been working for an organisation, and the government is an organisation, he would have been marched off immediately before he had a chance to pack his bags","he has a family, there are six children involved",no_rel
an equally important part is to build-back institutions that people can once again trust,"it's really important, not just on this issue, but a number of other issues we have seen recently that we see politicians go over and above when it comes to transparency",rephrase
It is almost a sense that you are in a forgotten area and you should feel resentful,The minorities are taking everything,no_rel
Whether they're John Lewis curtains or other kind of curtains,I found it extraordinary that anybody looking down on John Lewis curtains,no_rel
they should have 12 per cent,Adam's just given a pay cut from his first offer which was 12 per cent,inference
he can grow up in a United Kingdom rather than a divided Scotland,"I have a wee 18 month old son, and I look at him and when I see these polls I don’t get downhearted, I get more determined than ever before to ensure that when he grows up he can be as proud a Scott and as proud a Brit as me",inference
It takes months to line up a major production which can be employing more than 100 people on a single show,"to line that up, to have it ready for a specific date is really, really tough",rephrase
"There’s no reason not to be because we are a completely clear island in GB and Republic of Ireland, completely clear of ray rabies",It is one of the things we need to get fixed,rephrase
I miss the blue skies,I haven't seen my family in a year and a half,no_rel
we are all paying for it,the taxpayer didn't,inference
The public weren't told about that,The reason that's a difficult story for the Scottish Government is two-fold,no_rel
how can you convince people like that that this does matter,This anomaly has only just appeared,no_rel
"They’re absolute world experts at rolling out things, complex logistic capabilities",This is probably going to be the biggest logistical exercise that our armed forces have undertaken since the Falklands War,no_rel
Who cares if it was a different variant,It should just not have happened,rephrase
it wasn't like teaching in the class,It was absolutely terrible,inference
I’m not doing that,there is housework you need to be doing too,no_rel
It's a very tricky subject,"people are very loathe to make their comments, as I am now",no_rel
"We need to make sure that the specialists are available at a local level, again, to reduce the demand, to do the preventative work",we can actually get the NHS back on track,inference
I wanted to ask you not only what you think about this particular question,just tell us a little bit about how you’re managing at Crystal Palace,no_rel
I want to change all that,so does the Prime Minister,rephrase
There has been an engagement with the Taliban for quite some time,"Mehdi, are we more or less safe",no_rel
We had an announcement today that bus drivers in Glasgow are planning on going on strike during COP26,We have our real workers going on strike,inference
The scientific advice we should follow is the data,That's what we're going to do,rephrase
They've stripped money out of our communities while telling them they're going to level them up,"when I look at this government, what I see is a decade of broken promises",inference
they'd like to insulate homes by 2035,that's a lot of dough,conflict
The government has told us the deal is there to be done,I am prepared to take them at their word and maybe the deal will be done and I hope it will,no_rel
This is very raw and they don't really know what's happened to somebody who disappeared,I'm very mindful of that.,inference
I keep getting tested regularly,I'm still scared,no_rel
"we’re probably seeing, sadly, because of the lag in this disease then coming through into hospitals",we’re seeing some of the impact of what happened around that time,inference
He was making threats saying he could open at full capacity,They offered him a trial,inference
they may not want to do press conferences either,they do,inference
It has worked well,It kept people off the unemployment register,rephrase
The world's most extensive package of support,Left out adequate sick pay for people told to isolate,conflict
All of us should have a say in our own country and the future of our country,"at 16, 17 years of age as well, as well as 18 and upwards",rephrase
We have the biggest tidal stream in the world,why aren't we world leading in those,inference
It is not just Matt Hancock,which was outrageous enough,rephrase
it will probably be a while until we get them,it's obviously a failure of diplomacy,no_rel
On the one hand the world of what's deemed to be currently politically possible,"in that world with, yes, the small steps forward are welcome",no_rel
There have been terrible stories and people need the opportunity to relax,and I do think holidays are part of that,rephrase
We saw him do something something similar when he a on the ground partly,This is a Prime Minister who cares nothing for standards or dish and the rule of law,inference
they could get into school and do some activity over the weekend and use the facilities that they have,We have students who are breaking into school because they want to be in school so much,rephrase
Portugal is now off the green list as of today,I just found out today,no_rel
We are not a self-sufficient country,any deal is going to be better than no deal,inference
What does that mean,Can I do it in my employment,no_rel
It is almost the inverse,76 percent are dissatisfied with the way the prime minister has handled it,rephrase
Clearly the scientists have been working together to create something that solves a world problem,How the scien has worked together to make this happen has been amazing,inference
I’m not equating the two,I’m not trying to say the two are the same,rephrase
I'm actually sat on my postal vote,I don't really know – how can you convince me that another referendum is in the best interests of the country,inference
Unless we start putting leverage on the Taliban in order to put pressure on them not to allow Afghanistan to descend into a haven for terrorists,"Unless we start going after, for example, the financial assets of the Taliban",inference
I heard what Minette said about individual ministers trying to do their bit,what we need is the Prime Minister to get a grip on this,conflict
It is really important when safe to get children back into school for exactly the reason that Claire mentioned in her question,So as soon as we safely can I think it is important to get children back into the classroom,rephrase
then you've got other parts where there is a massive amount of wealth,"I don't think it is helpful to compare ourselves to other countries and say, ""Well, we're doing more than they are so we're fine",no_rel
They’re not social distancing and two metres,"the only place I’ve seen it happening is here, tonight",inference
It shouldn't be true for compulsory activities,"I agree with Jeremy, I don't think it is quite the coercion issue",inference
accept the fact that Northern Ireland is part of the United Kingdom and let's get round the table and sort it out,the people in Southern Ireland must be appalled because it must have an impact on their free movement as well and free trade,no_rel
the union does count for something democratically,young people are also going to be looking around at all the small new parties,no_rel
"There are paramedics, nurses, healthcare assistants, doctors, NHS and care workers in their thousands who every day are going into an environment in which the air is thick with COVID and we are completely unvaccinated","it is also the case of tens of thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated",inference
But the impact of COVID on people in Bolton and Greater Manchester and Lancashire who have gone through waves of this now,It is greater than for those who live in the far west,rephrase
Yes,what are the shelves going to look like at Christmas,no_rel
"very little, particularly from the Brexit Party, about how you solve some of the problems for people in this country",first things first,no_rel
we have to go to work,we're not house-bound all the time,inference
I would just say I can't wait like everybody else to be able to hug,like Kate and everyone else,rephrase
We have millions who have lost their jobs and savings and thousands who have lost their homes in the years to come,there will be no support for underprivileged children and young children in coastal communities if we cannot re-start our economy,inference
"If businesses know that they can move out of this appalling cycle of not knowing what’s going to happen, hyper regulatory activity, lockdown this, curfew this, rules all over the place, up down, up down, not knowing where they are","if they can look forward to a future that is linear, where things don’t change all the time, then they can start moving their businesses around to make them work again",rephrase
"the week before I went into lockdown, the tube was heaving",people were coughing and spluttering and sniffing,rephrase
May 17th is obviously the next easing of restrictions,would you make it easier for residents of care homes now,inference
It is desperately important that we get a deal,"that we have food safety, health and safety,",rephrase
the national living wage has already increased by four thousand pounds the amount people are getting,some of which didn't exist before doubling,no_rel
we all have to work together to make sure the only direction we go is forward,the new normal in education goes back to schools being back to normal,no_rel
"perhaps in certain years at key moments, some of which could be during the summer",I think the question has come up because the education secretary being announced 7 million pounds of which 200 million is about how we can do catch-up,inference
the rise of infections is something that is concerning the government,They continue to watch the data,inference
"We are prepared, should that happen, either way","Peter, have you any concerns about that, in terms of medicines coming across, but vaccines in particular after 31 December",no_rel
I'm asking us pretty please not to pre-suppose that we know the answers,don't assume bad faith,rephrase
to do everything we can to do our part,"clearly we’ve got to get the message over again and again, about the importance of sharing that information",no_rel
Not in the same numbers as it does against women,I agree with that,no_rel
"there's not a magic money tree, to coin a phrase, out there",We have a big black hole in the economy,rephrase
half the time you can see the list,"I find it beyond backward that you can go to a polling station, walk up to the lady or the man or whoever on the desk and they have in front of them a list of names and addresse",inference
"Of course, among many a thing but that’s my assessment of the approach",I ask from the very outset the World Health Organisation was clear in terms of rapidly responding,no_rel
she broke the ministerial code,Matt for breaking the law,no_rel
"with testing, and with full PPE, and at no risk to the residents who are all being vaccinated",this person was in prison,no_rel
I've been re-elected four times in Wigan,I don't buy this at all,inference
the very fact that we’ve had to delay the second injection suggests that the rate-limiting step is vaccines in vials,That’s the critical question,inference
There was an agreement agreed at the last minute,In that Trade and Cooperation Agreement there were problems predictable and predicted,no_rel
That is what that report makes absolutely clear,"I’m not shying away from it, I accept every dot and comma of that report",rephrase
But we also have a hospitality industry and we have a live entertainment industry,"and those are things we should be very, very proud of in this country",no_rel
"Also, the key thing that financial support has to go hand in hand with those restrictions",This lack of resilience has made it increasingly difficult.,inference
It would make me incredibly sad to think of Scotland as an independent country,"as an entrepreneur and somebody who didn't want to report to somebody else, I understand the urge to find independence",no_rel
we do have an example to lead this country,given the numbers that we're seeing,inference
Britain has taken the attitude of we will spend whatever it takes in order to procure the medical equipment and vaccines to give you one example,"In the course of pursuing Test & Trace the Government signed over 600 contracts and with over 2,000 consultants one of which charged 6, 000 plus per day",no_rel
The second reason I don't think this is sufficient is because what became apparent today is that there is absolutely no plan to deliver it,I don't think they are on the right track for two reasons,inference
